Channel              :,CH1,CH2
Frequency            :,2.507KHz,2.507KHz
Period               :,0.399ms,0.399ms
PK-PK                :,9.520V,3.320V
Average              :,-86.74mV,-56.71mV
Vertical pos         :,160.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.625000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
447,-2400.000000,-560.000000
448,-2400.000000,-480.000000
449,-2400.000000,-400.000000
450,-2400.000000,-360.000000
451,-2320.000000,-280.000000
452,-2320.000000,-240.000000
453,-2240.000000,-160.000000
454,-2240.000000,-80.000000
455,-2160.000000,-40.000000
456,-2080.000000,40.000000
457,-2000.000000,120.000000
458,-1920.000000,160.000000
459,-1760.000000,240.000000
460,-1680.000000,280.000000
461,-1600.000000,360.000000
462,-1440.000000,400.000000
463,-1360.000000,480.000000
464,-1200.000000,520.000000
465,-1040.000000,600.000000
466,-880.000000,640.000000
467,-800.000000,680.000000
468,-640.000000,720.000000
469,-480.000000,760.000000
470,-320.000000,800.000000
471,-160.000000,840.000000
472,0.000000,880.000000
473,80.000000,880.000000
474,240.000000,880.000000
475,400.000000,920.000000
476,560.000000,960.000000
477,720.000000,960.000000
478,800.000000,960.000000
479,960.000000,1000.000000
480,1040.000000,960.000000
481,1200.000000,960.000000
482,1360.000000,920.000000
483,1440.000000,920.000000
484,1520.000000,920.000000
485,1600.000000,880.000000
486,1680.000000,840.000000
487,1760.000000,800.000000
488,1840.000000,760.000000
489,1920.000000,720.000000
490,1920.000000,680.000000
491,2000.000000,640.000000
492,2000.000000,600.000000
493,2000.000000,560.000000
494,2000.000000,480.000000
495,2000.000000,440.000000
496,2000.000000,360.000000
497,2000.000000,320.000000
498,1920.000000,240.000000
499,1920.000000,200.000000
500,1840.000000,120.000000
501,1760.000000,40.000000
502,1760.000000,0.000000
503,1600.000000,-80.000000
504,1520.000000,-160.000000
505,1440.000000,-240.000000
506,1360.000000,-280.000000
507,1200.000000,-360.000000
508,1120.000000,-400.000000
509,960.000000,-480.000000
510,800.000000,-560.000000
511,640.000000,-600.000000
512,560.000000,-680.000000
513,400.000000,-720.000000
514,240.000000,-760.000000
515,80.000000,-840.000000
516,-80.000000,-880.000000
517,-240.000000,-920.000000
518,-400.000000,-960.000000
519,-560.000000,-1000.000000
520,-720.000000,-1040.000000
521,-880.000000,-1040.000000
522,-1120.000000,-1080.000000
523,-1280.000000,-1120.000000
524,-1440.000000,-1120.000000
525,-1520.000000,-1120.000000
526,-1680.000000,-1120.000000
527,-1840.000000,-1160.000000
528,-2000.000000,-1160.000000
529,-2080.000000,-1160.000000
530,-2240.000000,-1120.000000
531,-2400.000000,-1120.000000
532,-2480.000000,-1080.000000
533,-2560.000000,-1040.000000
534,-2640.000000,-1040.000000
535,-2800.000000,-1000.000000
536,-2800.000000,-960.000000
537,-2880.000000,-920.000000
538,-2960.000000,-880.000000
539,-3040.000000,-840.000000
540,-3040.000000,-800.000000
541,-3040.000000,-720.000000
542,-3040.000000,-680.000000
543,-3120.000000,-600.000000
544,-3120.000000,-560.000000
545,-3040.000000,-480.000000
546,-3040.000000,-400.000000
547,-2960.000000,-360.000000
548,-2960.000000,-280.000000
