Channel              :,CH1,CH2
Frequency            :,2.513KHz,2.513KHz
Period               :,0.398ms,0.398ms
PK-PK                :,10.64V,4.160V
Average              :,-88.00mV,-57.29mV
Vertical pos         :,160.000000mV,0.000000mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,1.250000mV,0.625000mV
Time interval        :,4.00000uS,4.00000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
440,-2880.000000,-1960.000000
441,-3120.000000,-1960.000000
442,-3280.000000,-1920.000000
443,-3520.000000,-1880.000000
444,-3680.000000,-1800.000000
445,-3840.000000,-1760.000000
446,-4000.000000,-1680.000000
447,-4080.000000,-1600.000000
448,-4160.000000,-1520.000000
449,-4320.000000,-1440.000000
450,-4400.000000,-1360.000000
451,-4480.000000,-1240.000000
452,-4560.000000,-1120.000000
453,-4560.000000,-1040.000000
454,-4640.000000,-920.000000
455,-4640.000000,-840.000000
456,-4640.000000,-720.000000
457,-4640.000000,-600.000000
458,-4560.000000,-480.000000
459,-4480.000000,-360.000000
460,-4400.000000,-240.000000
461,-4240.000000,-120.000000
462,-4080.000000,0.000000
463,-3920.000000,120.000000
464,-3760.000000,280.000000
465,-3520.000000,360.000000
466,-3280.000000,520.000000
467,-3040.000000,600.000000
468,-2800.000000,720.000000
469,-2560.000000,840.000000
470,-2320.000000,960.000000
471,-2000.000000,1080.000000
472,-1680.000000,1160.000000
473,-1440.000000,1280.000000
474,-1120.000000,1360.000000
475,-800.000000,1440.000000
476,-480.000000,1520.000000
477,-160.000000,1600.000000
478,160.000000,1680.000000
479,480.000000,1760.000000
480,800.000000,1800.000000
481,1120.000000,1840.000000
482,1360.000000,1880.000000
483,1680.000000,1880.000000
484,2000.000000,1920.000000
485,2320.000000,1960.000000
486,2560.000000,1960.000000
487,2800.000000,1960.000000
488,3120.000000,1960.000000
489,3360.000000,1920.000000
490,3600.000000,1880.000000
491,3840.000000,1880.000000
492,4000.000000,1840.000000
493,4240.000000,1760.000000
494,4400.000000,1720.000000
495,4560.000000,1680.000000
496,4720.000000,1600.000000
497,4720.000000,1520.000000
498,4720.000000,1440.000000
499,4720.000000,1320.000000
500,4720.000000,1240.000000
501,4720.000000,1120.000000
502,4720.000000,1000.000000
503,4640.000000,880.000000
504,4640.000000,760.000000
505,4640.000000,640.000000
506,4560.000000,520.000000
507,4560.000000,400.000000
508,4480.000000,240.000000
509,4400.000000,120.000000
510,4240.000000,0.000000
511,4080.000000,-160.000000
512,3920.000000,-280.000000
513,3760.000000,-400.000000
514,3520.000000,-560.000000
515,3360.000000,-680.000000
516,3120.000000,-800.000000
517,2880.000000,-920.000000
518,2640.000000,-1040.000000
519,2400.000000,-1160.000000
520,2080.000000,-1280.000000
521,1760.000000,-1400.000000
522,1520.000000,-1480.000000
523,1200.000000,-1560.000000
524,880.000000,-1680.000000
525,560.000000,-1760.000000
526,320.000000,-1800.000000
527,-80.000000,-1880.000000
528,-400.000000,-1960.000000
529,-640.000000,-2000.000000
530,-960.000000,-2040.000000
531,-1280.000000,-2080.000000
532,-1600.000000,-2120.000000
533,-1840.000000,-2120.000000
534,-2160.000000,-2160.000000
535,-2400.000000,-2120.000000
536,-2640.000000,-2120.000000
537,-2960.000000,-2120.000000
538,-3200.000000,-2080.000000
539,-3440.000000,-2080.000000
540,-3600.000000,-2040.000000
541,-3840.000000,-1960.000000
542,-4000.000000,-1920.000000
543,-4160.000000,-1840.000000
544,-4320.000000,-1800.000000
545,-4480.000000,-1680.000000
546,-4560.000000,-1600.000000
547,-4800.000000,-1520.000000
548,-4880.000000,-1440.000000
549,-5040.000000,-1320.000000
550,-5200.000000,-1200.000000
551,-5280.000000,-1120.000000
552,-5360.000000,-1000.000000
553,-5520.000000,-880.000000
554,-5600.000000,-760.000000
555,-5680.000000,-640.000000
556,-5760.000000,-560.000000
557,-5760.000000,-440.000000
558,-5840.000000,-320.000000
559,-5840.000000,-200.000000
560,-5840.000000,-120.000000
561,-5840.000000,0.000000
562,-5760.000000,120.000000
563,-5760.000000,200.000000
564,-5680.000000,320.000000
565,-5520.000000,400.000000
566,-5360.000000,480.000000
567,-5200.000000,600.000000
568,-5040.000000,680.000000
569,-4800.000000,760.000000
570,-4480.000000,840.000000
571,-4160.000000,920.000000
572,-3840.000000,1040.000000
573,-3520.000000,1120.000000
574,-3120.000000,1200.000000
575,-2800.000000,1240.000000
576,-2480.000000,1320.000000
577,-2080.000000,1400.000000
578,-1760.000000,1440.000000
579,-1440.000000,1520.000000
580,-1120.000000,1560.000000
581,-720.000000,1600.000000
582,-400.000000,1640.000000
583,-80.000000,1680.000000
584,240.000000,1720.000000
585,560.000000,1720.000000
586,880.000000,1760.000000
587,1120.000000,1760.000000
588,1440.000000,1760.000000
589,1680.000000,1760.000000
590,2000.000000,1760.000000
591,2240.000000,1720.000000
592,2480.000000,1720.000000
593,2720.000000,1680.000000
594,2880.000000,1640.000000
595,3120.000000,1600.000000
596,3280.000000,1560.000000
597,3520.000000,1480.000000
598,3600.000000,1440.000000
599,3760.000000,1400.000000
600,3840.000000,1320.000000
601,4000.000000,1240.000000
602,4080.000000,1120.000000
603,4160.000000,1040.000000
604,4160.000000,960.000000
605,4240.000000,880.000000
606,4240.000000,760.000000
607,4240.000000,680.000000
608,4240.000000,560.000000
609,4160.000000,440.000000
610,4080.000000,360.000000
611,4080.000000,240.000000
612,3920.000000,120.000000
613,3840.000000,0.000000
614,3680.000000,-120.000000
615,3600.000000,-240.000000
616,3440.000000,-320.000000
617,3280.000000,-440.000000
618,3040.000000,-560.000000
619,2880.000000,-680.000000
620,2640.000000,-760.000000
621,2480.000000,-880.000000
622,2240.000000,-960.000000
623,2000.000000,-1080.000000
624,1760.000000,-1160.000000
625,1520.000000,-1240.000000
626,1200.000000,-1320.000000
627,960.000000,-1400.000000
628,720.000000,-1480.000000
629,480.000000,-1560.000000
630,160.000000,-1600.000000
631,-80.000000,-1640.000000
632,-400.000000,-1720.000000
633,-640.000000,-1760.000000
634,-880.000000,-1800.000000
635,-1120.000000,-1800.000000
636,-1360.000000,-1800.000000
637,-1680.000000,-1840.000000
638,-1920.000000,-1840.000000
639,-2160.000000,-1840.000000
640,-2320.000000,-1800.000000
641,-2560.000000,-1800.000000
642,-2720.000000,-1760.000000
643,-2960.000000,-1760.000000
644,-3120.000000,-1720.000000
645,-3280.000000,-1640.000000
646,-3440.000000,-1600.000000
647,-3600.000000,-1520.000000
648,-3680.000000,-1480.000000
649,-3760.000000,-1400.000000
650,-3840.000000,-1320.000000
651,-3920.000000,-1240.000000
652,-4000.000000,-1160.000000
653,-4000.000000,-1080.000000
654,-4000.000000,-960.000000
655,-4000.000000,-880.000000
656,-4000.000000,-760.000000
657,-3920.000000,-640.000000
658,-3920.000000,-560.000000
659,-3760.000000,-440.000000
660,-3680.000000,-320.000000
661,-3600.000000,-200.000000
662,-3520.000000,-80.000000
663,-3360.000000,40.000000
664,-3200.000000,160.000000
665,-2960.000000,280.000000
666,-2800.000000,400.000000
667,-2640.000000,480.000000
668,-2400.000000,600.000000
